UPE_U

 ======== test get_l2 ========= 

2026-02-10 16:51:13,823; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/UPE_U.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:54:15,707; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 ulr with RIME, flagged 169/508829
2026-02-10 16:54:15,711; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 dsr with RIME, flagged 169/508829
2026-02-10 16:54:15,715; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 usr with RIME, flagged 169/508829
2026-02-10 16:54:15,720; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 dlr with RIME, flagged 73/508829
2026-02-10 16:54:15,724; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 ulr with RIME, flagged 73/508829
2026-02-10 16:54:15,728; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 dsr with RIME, flagged 73/508829
2026-02-10 16:54:15,732; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 usr with RIME, flagged 73/508829
2026-02-10 16:54:15,737; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 dlr with RIME, flagged 97/508829
2026-02-10 16:54:15,741; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 ulr with RIME, flagged 97/508829
2026-02-10 16:54:15,745; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 dsr with RIME, flagged 97/508829
2026-02-10 16:54:15,749; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 usr with RIME, flagged 97/508829
2026-02-10 16:54:15,754; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,758; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,763; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,767; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,772; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,776; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,780; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,784; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,789; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 dlr with RIME, flagged 73/508829
2026-02-10 16:54:15,793; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 ulr with RIME, flagged 73/508829
2026-02-10 16:54:15,797; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 dsr with RIME, flagged 73/508829
2026-02-10 16:54:15,801; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 usr with RIME, flagged 73/508829
2026-02-10 16:54:15,806; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,810; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,814; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,819; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,824; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 dlr with RIME, flagged 145/508829
2026-02-10 16:54:15,828; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 ulr with RIME, flagged 145/508829
2026-02-10 16:54:15,832; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 dsr with RIME, flagged 145/508829
2026-02-10 16:54:15,836; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 usr with RIME, flagged 145/508829
2026-02-10 16:54:15,841; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,845; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,849; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,853; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,858; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 dlr with RIME, flagged 73/508829
2026-02-10 16:54:15,862; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 ulr with RIME, flagged 73/508829
2026-02-10 16:54:15,866; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 dsr with RIME, flagged 73/508829
2026-02-10 16:54:15,870; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 usr with RIME, flagged 73/508829
2026-02-10 16:54:15,875; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 dlr with RIME, flagged 97/508829
2026-02-10 16:54:15,879; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 ulr with RIME, flagged 97/508829
2026-02-10 16:54:15,883; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 dsr with RIME, flagged 97/508829
2026-02-10 16:54:15,888; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 usr with RIME, flagged 97/508829
2026-02-10 16:54:15,892; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 dlr with RIME, flagged 121/508829
2026-02-10 16:54:15,896; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 ulr with RIME, flagged 121/508829
2026-02-10 16:54:15,901; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 dsr with RIME, flagged 121/508829
2026-02-10 16:54:15,905; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 usr with RIME, flagged 121/508829
2026-02-10 16:54:15,910; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,914; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,918; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,922; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,927; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-09-02 00:00:00 2011-09-12 00:00:00 z_pt_cor with CHECKME, flagged 1441/508829
2026-02-10 16:54:15,934; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-08-27 00:00:00 2012-11-06 00:00:00 z_pt_cor with CHECKME, flagged 10225/508829
2026-02-10 16:54:15,939; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-09-07 00:00:00 2019-09-17 00:00:00 z_pt_cor with CHECKME, flagged 1441/508829
2026-02-10 16:54:15,943; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-03 00:00:00 2021-09-12 00:00:00 z_pt_cor with CHECKME, flagged 216/508829
2026-02-10 16:54:15,948; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-08-12 00:00:00 2023-08-16 00:00:00 z_pt_cor with NAN, flagged 0/508829
2026-02-10 16:54:15,951; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-17 10:00:00 2023-12-01 00:00:00 z_pt_cor with NAN, flagged 0/508829
2026-02-10 16:54:15,954; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2025-09-01 00:00:00 2025-10-01 00:00:00 z_pt_cor with NAN, flagged 0/508829
2026-02-10 16:54:15,960; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-06-02 00:00:00 2011-07-29 00:00:00 z_stake with CHECKME, flagged 8206/508829
2026-02-10 16:54:15,966; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-06-30 00:00:00 2015-08-13 00:00:00 z_stake with CHECKME, flagged 5192/508829
2026-02-10 16:54:23,911; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/UPE_U.csv
2026-02-10 16:54:23,950; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -30.0 flagged 4420/508829
2026-02-10 16:54:23,977; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -30.0 flagged 5317/508829
2026-02-10 16:54:24,006; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -30.0 flagged 5257/508829
2026-02-10 16:54:24,033; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -30.0 flagged 4241/508829
2026-02-10 16:54:24,061; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -30.0 flagged 6025/508829
2026-02-10 16:54:24,087; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -30.0 flagged 1947/508829
2026-02-10 16:54:24,114; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -30.0 flagged 0/508829
2026-02-10 16:54:24,140; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -30.0 flagged 0/508829
2026-02-10 16:54:24,156; DEBUG; pypromice.core.qc.github_data_issues; ---> 2012-08-11 00:00:00 2015-08-03 13:00:00 wdir_u rotate 180.0
2026-02-10 16:54:24,180; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 2.8 flagged 49372/508829
2026-02-10 16:54:24,182; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 16:54:24,183; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
2026-02-10 16:54:46,933; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:54:56,190; INFO; pypromice.io.write; Resampling to 10min
2026-02-10 16:54:56,794; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:55:17,705; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/UPE_U/UPE_U_10min.csv
2026-02-10 16:55:17,705; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/UPE_U/UPE_U_10min.nc
2026-02-10 16:55:19,791; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:55:23,559; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:55:23,708; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:55:29,575; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/UPE_U/UPE_U_hour.csv
2026-02-10 16:55:29,576; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/UPE_U/UPE_U_hour.nc

 ======== test join_l2 ========= 

2026-02-10 16:55:31,983; INFO; pypromice.pipeline.join_l2; UPE_U array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/UPE_U/UPE_U_hour.nc
2026-02-10 16:55:32,687; INFO; pypromice.pipeline.join_l2; UPE_U array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/UPE_U/UPE_U_hour.nc
2026-02-10 16:55:32,687; INFO; pypromice.pipeline.join_l2; Combining /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/UPE_U/UPE_U_hour.nc with /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/UPE_U/UPE_U_hour.nc...
2026-02-10 16:55:32,947; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:55:39,549; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/UPE_U/UPE_U_hour.csv
2026-02-10 16:55:39,549; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/UPE_U/UPE_U_hour.nc
2026-02-10 16:55:39,549; INFO; pypromice.pipeline.join_l2; Files saved to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/UPE_U...

 ======== test l2tol3 ========= 

2026-02-10 16:55:40,245; WARNING; root; data_issues_path is missing. Using default data issues path: ../PROMICE-AWS-data-issues
2026-02-10 16:55:43,682; INFO; pypromice.pipeline.L2toL3; processing gps_lat with relocation on 2020-08-11T00:00:00
2026-02-10 16:55:43,692; INFO; pypromice.pipeline.L2toL3; processing gps_lon with relocation on 2020-08-11T00:00:00
2026-02-10 16:55:43,699; INFO; pypromice.pipeline.L2toL3; processing gps_alt with relocation on 2020-08-11T00:00:00
2026-02-10 16:55:43,731; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/UPE_U.csv
2026-02-10 16:55:43,747; DEBUG; pypromice.core.qc.github_data_issues; ---> 2009-08-18 00:00:00 None z_ice_surf add -19.1
2026-02-10 16:55:43,748; DEBUG; pypromice.core.qc.github_data_issues; ---> 2013-08-06 00:00:00 None z_ice_surf add -0.3
2026-02-10 16:55:43,749; DEBUG; pypromice.core.qc.github_data_issues; ---> 2015-08-04 00:00:00 None z_ice_surf add -5.75
2026-02-10 16:55:43,749; DEBUG; pypromice.core.qc.github_data_issues; ---> 2017-08-24 00:00:00 None z_ice_surf add -0.15
2026-02-10 16:55:43,750; DEBUG; pypromice.core.qc.github_data_issues; ---> 2020-08-08 00:00:00 None z_ice_surf add -9.5
2026-02-10 16:55:43,751; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-08-07 12:00:00 None z_ice_surf add -3.0
2026-02-10 16:55:43,751; DEBUG; pypromice.core.qc.github_data_issues; ---> 2024-01-01 12:00:00 None z_ice_surf add 0.2
2026-02-10 16:55:43,753; DEBUG; pypromice.core.qc.github_data_issues; ---> 2009-08-19 00:00:00 None z_surf_2 add -0.15
2026-02-10 16:55:43,753; DEBUG; pypromice.core.qc.github_data_issues; ---> 2011-06-24 00:00:00 None z_surf_2 add -4.5
2026-02-10 16:55:43,754; DEBUG; pypromice.core.qc.github_data_issues; ---> 2012-08-12 00:00:00 None z_surf_2 add -3.1
2026-02-10 16:55:43,755; DEBUG; pypromice.core.qc.github_data_issues; ---> 2013-08-07 00:00:00 None z_surf_2 add -1.0
2026-02-10 16:55:43,755; DEBUG; pypromice.core.qc.github_data_issues; ---> 2014-08-07 00:00:00 None z_surf_2 add -1.2
2026-02-10 16:55:43,756; DEBUG; pypromice.core.qc.github_data_issues; ---> 2015-08-13 00:00:00 None z_surf_2 add -3.0
2026-02-10 16:55:43,757; DEBUG; pypromice.core.qc.github_data_issues; ---> 2018-08-01 00:00:00 None z_surf_2 add -3.0
2026-02-10 16:55:43,758; INFO; pypromice.pipeline.L2toL3; Combining surface height
2026-02-10 16:55:43,758; INFO; pypromice.pipeline.L2toL3; -> ablation site
2026-02-10 16:55:44,281; DEBUG; pypromice.pipeline.L2toL3; -> estimating ablation period for each year
2026-02-10 16:55:44,286; DEBUG; pypromice.pipeline.L2toL3; 2009 derived from z_ice_surf
2026-02-10 16:55:44,292; DEBUG; pypromice.pipeline.L2toL3; 2010 derived from z_ice_surf
2026-02-10 16:55:44,298; DEBUG; pypromice.pipeline.L2toL3; 2011 derived from z_ice_surf
2026-02-10 16:55:44,303; DEBUG; pypromice.pipeline.L2toL3; 2012 derived from z_ice_surf
2026-02-10 16:55:44,309; DEBUG; pypromice.pipeline.L2toL3; 2013 derived from z_ice_surf
2026-02-10 16:55:44,314; DEBUG; pypromice.pipeline.L2toL3; 2014 derived from z_ice_surf
2026-02-10 16:55:44,319; DEBUG; pypromice.pipeline.L2toL3; 2015 derived from z_ice_surf
2026-02-10 16:55:44,325; DEBUG; pypromice.pipeline.L2toL3; 2016 derived from z_ice_surf
2026-02-10 16:55:44,330; DEBUG; pypromice.pipeline.L2toL3; 2017 derived from z_ice_surf
2026-02-10 16:55:44,336; DEBUG; pypromice.pipeline.L2toL3; 2018 derived from z_ice_surf
2026-02-10 16:55:44,341; DEBUG; pypromice.pipeline.L2toL3; 2019 derived from z_ice_surf
2026-02-10 16:55:44,347; DEBUG; pypromice.pipeline.L2toL3; 2020 derived from z_ice_surf
2026-02-10 16:55:44,352; DEBUG; pypromice.pipeline.L2toL3; 2021 derived from z_ice_surf
2026-02-10 16:55:44,358; DEBUG; pypromice.pipeline.L2toL3; 2022 derived from z_ice_surf
2026-02-10 16:55:44,363; DEBUG; pypromice.pipeline.L2toL3; 2023 derived from z_ice_surf
2026-02-10 16:55:44,369; DEBUG; pypromice.pipeline.L2toL3; 2024 derived from z_ice_surf
2026-02-10 16:55:44,374; DEBUG; pypromice.pipeline.L2toL3; 2025 derived from z_ice_surf
2026-02-10 16:55:44,382; DEBUG; pypromice.pipeline.L2toL3; 2026 no z_ice_surf, just using JJA
2026-02-10 16:55:44,382; DEBUG; pypromice.pipeline.L2toL3; 2026 could not estimate ablation season
2026-02-10 16:55:44,383; DEBUG; pypromice.pipeline.L2toL3; 2009: Ablation from 2009-08-28 01:00:00 to 2009-09-02 10:00:00
2026-02-10 16:55:44,390; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:55:44,391; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,391; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,393; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,394; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,395; DEBUG; pypromice.pipeline.L2toL3; 2010: Ablation from 2010-06-04 00:00:00 to 2010-09-03 05:00:00
2026-02-10 16:55:44,400; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,400; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,402; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,402; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,403; DEBUG; pypromice.pipeline.L2toL3; 2011: Ablation from 2011-06-06 11:00:00 to 2011-09-07 17:00:00
2026-02-10 16:55:44,408; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,408; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,410; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,410; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,411; DEBUG; pypromice.pipeline.L2toL3; 2012: Ablation from 2012-06-04 00:00:00 to 2012-08-29 13:00:00
2026-02-10 16:55:44,415; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,416; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,417; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,418; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,419; DEBUG; pypromice.pipeline.L2toL3; 2013: Ablation from 2013-06-16 10:00:00 to 2013-08-19 03:00:00
2026-02-10 16:55:44,423; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,423; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,425; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,425; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,426; DEBUG; pypromice.pipeline.L2toL3; 2014: Ablation from 2014-06-20 16:00:00 to 2014-08-25 13:00:00
2026-02-10 16:55:44,431; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,431; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,433; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,433; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,434; DEBUG; pypromice.pipeline.L2toL3; 2015: Ablation from 2015-06-27 23:00:00 to 2015-08-18 08:00:00
2026-02-10 16:55:44,438; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,438; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,440; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,440; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,442; DEBUG; pypromice.pipeline.L2toL3; 2016: Ablation from 2016-07-01 22:00:00 to 2016-09-02 19:00:00
2026-02-10 16:55:44,446; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
/home/bav/pypromice/src/pypromice/pipeline/L2toL3.py:638: RuntimeWarning: Mean of empty slice
  if ~np.isnan(np.nanmean(hs2.iloc[(ind_end[i]-24*7):(ind_end[i]+24*30)])):
2026-02-10 16:55:44,448; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,449; DEBUG; pypromice.pipeline.L2toL3; to z
2026-02-10 16:55:44,449; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,449; DEBUG; pypromice.pipeline.L2toL3; 2017: Ablation from 2017-07-06 14:00:00 to 2017-08-18 19:00:00
2026-02-10 16:55:44,453; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,455; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,455; DEBUG; pypromice.pipeline.L2toL3; to z
2026-02-10 16:55:44,456; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,456; DEBUG; pypromice.pipeline.L2toL3; 2018: Ablation from 2018-06-24 16:00:00 to 2018-08-26 18:00:00
2026-02-10 16:55:44,461; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,461; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,463; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,463; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,464; DEBUG; pypromice.pipeline.L2toL3; 2019: Ablation from 2019-06-04 00:00:00 to 2019-08-27 14:00:00
2026-02-10 16:55:44,468; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,469; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,470; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,470; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,472; DEBUG; pypromice.pipeline.L2toL3; 2020: Ablation from 2020-07-10 05:00:00 to 2020-08-30 22:00:00
2026-02-10 16:55:44,476; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,476; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,478; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,478; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,479; DEBUG; pypromice.pipeline.L2toL3; 2021: Ablation from 2021-06-07 02:00:00 to 2021-08-30 06:00:00
2026-02-10 16:55:44,483; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,484; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,485; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,485; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,486; DEBUG; pypromice.pipeline.L2toL3; 2022: Ablation from 2022-07-01 10:00:00 to 2022-09-30 23:00:00
2026-02-10 16:55:44,491; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,491; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,492; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,493; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,494; DEBUG; pypromice.pipeline.L2toL3; 2023: Ablation from 2023-07-04 13:00:00 to 2023-09-02 20:00:00
2026-02-10 16:55:44,498; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,498; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,500; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
