NUK_K

 ======== test get_l2 ========= 

2026-02-10 16:16:13,605; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/NUK_K.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:18:49,894; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-29 00:00:00 2016-03-31 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,898; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-29 00:00:00 2016-03-31 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,903; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-29 00:00:00 2016-03-31 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,907; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-29 00:00:00 2016-03-31 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,911; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-04-16 00:00:00 2016-04-18 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,915; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-04-16 00:00:00 2016-04-18 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,920; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-04-16 00:00:00 2016-04-18 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,924; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-04-16 00:00:00 2016-04-18 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,928; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-11-16 00:00:00 2016-11-18 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,933; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-11-16 00:00:00 2016-11-18 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,937; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-11-16 00:00:00 2016-11-18 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,941; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-11-16 00:00:00 2016-11-18 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,946; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-13 00:00:00 2016-12-16 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:49,950; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-13 00:00:00 2016-12-16 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:49,954; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-13 00:00:00 2016-12-16 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:49,958; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-13 00:00:00 2016-12-16 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:49,963; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-23 00:00:00 2016-12-30 00:00:00 dlr with RIME, flagged 1009/420997
2026-02-10 16:18:49,967; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-23 00:00:00 2016-12-30 00:00:00 ulr with RIME, flagged 1009/420997
2026-02-10 16:18:49,972; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-23 00:00:00 2016-12-30 00:00:00 dsr with RIME, flagged 1009/420997
2026-02-10 16:18:49,976; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-23 00:00:00 2016-12-30 00:00:00 usr with RIME, flagged 1009/420997
2026-02-10 16:18:49,981; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-01-21 00:00:00 2017-01-23 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,985; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-01-21 00:00:00 2017-01-23 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,989; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-01-21 00:00:00 2017-01-23 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,993; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-01-21 00:00:00 2017-01-23 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,998; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-04 00:00:00 2017-02-15 00:00:00 dlr with RIME, flagged 1585/420997
2026-02-10 16:18:50,002; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-04 00:00:00 2017-02-15 00:00:00 ulr with RIME, flagged 1585/420997
2026-02-10 16:18:50,006; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-04 00:00:00 2017-02-15 00:00:00 dsr with RIME, flagged 1585/420997
2026-02-10 16:18:50,011; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-04 00:00:00 2017-02-15 00:00:00 usr with RIME, flagged 1585/420997
2026-02-10 16:18:50,016; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-19 00:00:00 2017-02-25 00:00:00 dlr with RIME, flagged 865/420997
2026-02-10 16:18:50,020; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-19 00:00:00 2017-02-25 00:00:00 ulr with RIME, flagged 865/420997
2026-02-10 16:18:50,024; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-19 00:00:00 2017-02-25 00:00:00 dsr with RIME, flagged 865/420997
2026-02-10 16:18:50,028; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-19 00:00:00 2017-02-25 00:00:00 usr with RIME, flagged 865/420997
2026-02-10 16:18:50,033; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-03-03 00:00:00 2017-03-07 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:50,037; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-03-03 00:00:00 2017-03-07 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:50,041; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-03-03 00:00:00 2017-03-07 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:50,045; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-03-03 00:00:00 2017-03-07 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:50,050; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-10 00:00:00 2017-10-12 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,054; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-10 00:00:00 2017-10-12 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,059; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-10 00:00:00 2017-10-12 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,063; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-10 00:00:00 2017-10-12 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,068; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-19 00:00:00 2017-10-21 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,072; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-19 00:00:00 2017-10-21 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,076; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-19 00:00:00 2017-10-21 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,080; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-10-19 00:00:00 2017-10-21 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,085; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-12 00:00:00 2017-11-15 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:50,089; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-12 00:00:00 2017-11-15 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:50,093; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-12 00:00:00 2017-11-15 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:50,098; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-12 00:00:00 2017-11-15 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:50,102; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-03 00:00:00 2017-12-05 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,107; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-03 00:00:00 2017-12-05 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,111; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-03 00:00:00 2017-12-05 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,115; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-03 00:00:00 2017-12-05 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,120; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-12 00:00:00 2017-12-14 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,124; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-12 00:00:00 2017-12-14 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,128; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-12 00:00:00 2017-12-14 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,132; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-12 00:00:00 2017-12-14 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,137; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-19 00:00:00 2017-12-21 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,141; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-19 00:00:00 2017-12-21 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,145; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-19 00:00:00 2017-12-21 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,149; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-19 00:00:00 2017-12-21 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,154; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 dlr with RIME, flagged 865/420997
2026-02-10 16:18:50,158; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 ulr with RIME, flagged 865/420997
2026-02-10 16:18:50,163; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 dsr with RIME, flagged 865/420997
2026-02-10 16:18:50,167; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 usr with RIME, flagged 865/420997
2026-02-10 16:18:50,172; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 dlr with RIME, flagged 721/420997
2026-02-10 16:18:50,176; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 ulr with RIME, flagged 721/420997
2026-02-10 16:18:50,180; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 dsr with RIME, flagged 721/420997
2026-02-10 16:18:50,184; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 usr with RIME, flagged 721/420997
2026-02-10 16:18:50,189; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 dlr with RIME, flagged 865/420997
2026-02-10 16:18:50,193; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 ulr with RIME, flagged 865/420997
2026-02-10 16:18:50,197; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 dsr with RIME, flagged 865/420997
2026-02-10 16:18:50,201; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 usr with RIME, flagged 865/420997
2026-02-10 16:18:50,206; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 dlr with RIME, flagged 1153/420997
2026-02-10 16:18:50,210; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 ulr with RIME, flagged 1153/420997
2026-02-10 16:18:50,214; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 dsr with RIME, flagged 1153/420997
2026-02-10 16:18:50,219; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 usr with RIME, flagged 1153/420997
2026-02-10 16:18:50,223; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,227; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,232; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,236; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,240; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 dlr with RIME, flagged 721/420997
2026-02-10 16:18:50,245; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 ulr with RIME, flagged 721/420997
2026-02-10 16:18:50,249; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 dsr with RIME, flagged 721/420997
2026-02-10 16:18:50,253; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 usr with RIME, flagged 721/420997
2026-02-10 16:18:50,258; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:50,262; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:50,266; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:50,270; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:50,275; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,279; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,284; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,288; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,293; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:50,297; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:50,301; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:50,305; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:50,310; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:50,314; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:50,318; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:50,323; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:50,327; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,332; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,336; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,340; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,345; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,349; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,353; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,357; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,362; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 dlr with RIME, flagged 1153/420997
2026-02-10 16:18:50,366; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 ulr with RIME, flagged 1153/420997
2026-02-10 16:18:50,370; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 dsr with RIME, flagged 1153/420997
2026-02-10 16:18:50,375; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 usr with RIME, flagged 1153/420997
2026-02-10 16:18:50,379; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 dlr with RIME, flagged 1585/420997
2026-02-10 16:18:50,384; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 ulr with RIME, flagged 1585/420997
2026-02-10 16:18:50,388; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 dsr with RIME, flagged 1585/420997
2026-02-10 16:18:50,392; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 usr with RIME, flagged 1585/420997
2026-02-10 16:18:50,397; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,401; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,405; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,409; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,414; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:50,418; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:50,422; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:50,427; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:50,432; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:50,436; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:50,440; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:50,444; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:50,449; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:50,453; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:50,458; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:50,462; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:50,467; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,471; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,475; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,480; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,484; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:50,488; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:50,493; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:50,497; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:50,502; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 dlr with RIME, flagged 1153/420997
2026-02-10 16:18:50,506; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 ulr with RIME, flagged 1153/420997
2026-02-10 16:18:50,510; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 dsr with RIME, flagged 1153/420997
2026-02-10 16:18:50,514; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 usr with RIME, flagged 1153/420997
2026-02-10 16:18:50,519; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 dlr with RIME, flagged 1297/420997
2026-02-10 16:18:50,523; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 ulr with RIME, flagged 1297/420997
2026-02-10 16:18:50,528; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 dsr with RIME, flagged 1297/420997
2026-02-10 16:18:50,532; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 usr with RIME, flagged 1297/420997
2026-02-10 16:18:50,537; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 dlr with RIME, flagged 721/420997
2026-02-10 16:18:50,541; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 ulr with RIME, flagged 721/420997
2026-02-10 16:18:50,545; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 dsr with RIME, flagged 721/420997
2026-02-10 16:18:50,550; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 usr with RIME, flagged 721/420997
2026-02-10 16:18:50,554; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 dlr with RIME, flagged 721/420997
2026-02-10 16:18:50,559; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 ulr with RIME, flagged 721/420997
2026-02-10 16:18:50,563; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 dsr with RIME, flagged 721/420997
2026-02-10 16:18:50,567; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 usr with RIME, flagged 721/420997
2026-02-10 16:18:50,572; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 dlr with RIME, flagged 289/420997
